title,year,genres,critics_score,audience_score
City Heat,1984,"['Action', 'Comedy', 'Crime', 'Drama']",22.0,24.0
Kansas City,1996,['Drama'],59.0,43.0
"Desperate Souls, Dark City and the Legend of Midnight Cowboy",2022,['Documentary'],91.0,71.0
Tarzan and the Lost City,1998,['Adventure'],6.0,24.0
Jar City,2006,"['Crime', 'Drama', 'Mystery & Thriller']",94.0,73.0
Night and the City,1950,"['Crime', 'Drama']",86.0,90.0
Blue's Big City Adventure,2022,"['Kids & Family', 'Comedy', 'Musical', 'Adventure', 'Animation']",83.0,84.0
The Naked City,1948,"['Crime', 'Drama']",86.0,79.0
Dawson City: Frozen Time,2016,['Documentary'],100.0,70.0
City Slickers II: The Legend of Curly's Gold,1994,['Comedy'],12.0,31.0
Night and the City,1992,"['Crime', 'Drama']",57.0,30.0
Bomb City,2017,"['Crime', 'Drama', 'Mystery & Thriller']",82.0,82.0
Oklahoma City,2017,['Documentary'],97.0,88.0
While the City Sleeps,1956,['Mystery & Thriller'],91.0,66.0
Zone 414 - City of Robots,2021,"['Sci-Fi', 'Mystery & Thriller']",17.0,39.0
Cut Throat City,2020,"['Crime', 'Drama', 'Mystery & Thriller']",72.0,38.0
Citizen Jane: Battle for the City,2016,['Documentary'],95.0,69.0
"Little Indian, Big City",1994,['Comedy'],13.0,39.0
Blank City,2009,['Documentary'],82.0,73.0
City of Ghosts,2021,"['Kids & Family', 'Special Interest', 'Animation']",48.0,46.0
Zero City,1988,['Drama'],86.0,86.0
In the City of Sylvia,2007,['Drama'],77.0,71.0
City for Conquest,1940,['Drama'],80.0,74.0
Lower City,2005,['Drama'],60.0,57.0
Charm City,2018,['Documentary'],100.0,91.0
The Waiting City,2009,['Drama'],75.0,52.0
The Lone Ranger and the Lost City of Gold,1958,['Western'],60.0,76.0
Karl Marx City,2016,['Documentary'],96.0,72.0
The Captive City,1952,"['Crime', 'Drama']",70.0,65.0
Brigham City,2001,['Mystery & Thriller'],70.0,81.0
Dark City Beneath the Beat,2020,"['Documentary', 'Music']",100.0,83.0
Of Time and the City,2008,"['Documentary', 'Biography']",93.0,68.0
Natural City,2003,"['Sci-Fi', 'Action']",57.0,45.0
The City of No Limits,2002,['Drama'],100.0,81.0
The City of Your Final Destination,2007,['Drama'],39.0,39.0
Blue City,1986,['Mystery & Thriller'],0.0,24.0
Silver City,2004,"['Drama', 'Mystery & Thriller']",48.0,33.0
Steel City,2006,"['Drama', 'Crime']",83.0,53.0
Lake City,2008,['Drama'],12.0,35.0
City Girl,1930,"['Drama', 'Romance']",63.0,83.0
City Island,2022,"['Kids & Family', 'Special Interest', 'Animation']",83.0,80.0
Separation City,2009,"['Comedy', 'Drama', 'Romance']",80.0,31.0
City Streets,1931,"['Crime', 'Drama']",80.0,85.0
Our City Dreams,2008,['Documentary'],73.0,59.0
City Rats,2009,"['Comedy', 'Drama', 'Romance']",0.0,17.0
City of Angels,2000,['Drama'],57.0,82.0
From the Edge of the City,1999,['Drama'],67.0,57.0
Under the City's Skin,2001,['Drama'],87.0,84.0
Windy City,1984,"['Comedy', 'Drama']",14.0,80.0
In the Last Days of the City,2016,['Drama'],80.0,89.0
The City Dark,2011,['Documentary'],71.0,80.0
Radiant City,2006,"['Documentary', 'Comedy', 'Drama']",93.0,76.0
Wild City,2015,"['Action', 'Mystery & Thriller']",50.0,35.0
This Beautiful City,2007,['Drama'],14.0,35.0
In the City,2003,['Drama'],14.0,63.0
Oil City Confidential,2009,"['Documentary', 'Music']",92.0,87.0
New York City Serenade,2007,"['Comedy', 'Drama']",8.0,24.0
24 City,2008,"['Documentary', 'Drama']",89.0,72.0
Ballad of a Small Player,2025,"['Mystery & Thriller', 'Drama']",47.0,50.0
TRON: Ares,2025,"['Sci-Fi', 'Action', 'Adventure']",53.0,85.0
One Battle After Another,2025,"['Mystery & Thriller', 'Action', 'Comedy']",95.0,85.0
It Was Just an Accident,2025,"['Drama', 'Mystery & Thriller']",97.0,82.0
Kantara: A Legend - Chapter 1,2025,"['Action', 'Adventure']",83.0,92.0
On Becoming a Guinea Fowl,2024,"['Comedy', 'Drama']",100.0,67.0
Law Abiding Citizen,2009,"['Mystery & Thriller', 'Crime', 'Drama']",26.0,75.0
Anniversary,2025,['Mystery & Thriller'],69.0,79.0
Secret Mall Apartment,2024,['Documentary'],98.0,88.0
Come and See,1985,"['Drama', 'War', 'Mystery & Thriller']",90.0,95.0
A Little Prayer,2023,['Drama'],93.0,92.0
Adore,2013,['Drama'],32.0,42.0
Spirited Away,2001,"['Fantasy', 'Adventure', 'Animation']",96.0,96.0
Hell Is a City,1960,"['Crime', 'Drama']",67.0,74.0
A Separation,2011,['Drama'],99.0,92.0
Anemone,2025,['Drama'],54.0,59.0
A Nightmare on Elm Street,1984,"['Horror', 'Mystery & Thriller']",94.0,84.0
A Serbian Film,2010,['Horror'],48.0,46.0
Adulthood,2025,"['Comedy', 'Crime', 'Drama']",67.0,80.0
We Are Still Here,2015,['Horror'],95.0,47.0
A Big Bold Beautiful Journey,2025,"['Romance', 'Fantasy', 'Drama']",37.0,59.0
Home Alone,1990,"['Kids & Family', 'Holiday', 'Comedy']",66.0,80.0
Clown in a Cornfield,2025,"['Horror', 'Comedy']",74.0,57.0
Still: A Michael J. Fox Movie,2023,"['Documentary', 'Biography']",99.0,95.0
A Girl Walks Home Alone at Night,2014,"['Horror', 'Drama', 'Mystery & Thriller']",96.0,75.0
Apocalypto,2006,"['Adventure', 'Action']",65.0,79.0
12 Angry Men,1957,['Drama'],100.0,97.0
Aftersun,2022,['Drama'],96.0,81.0
10 Things I Hate About You,1999,"['Comedy', 'Romance']",72.0,69.0
40 Acres,2024,"['Action', 'Mystery & Thriller']",89.0,94.0
Last Seen Alive,2022,"['Action', 'Mystery & Thriller']",14.0,47.0
Night Always Comes,2025,"['Crime', 'Drama', 'Mystery & Thriller']",51.0,40.0
Americana,2025,"['Mystery & Thriller', 'Crime', 'Drama']",65.0,77.0
All of You,2024,"['Romance', 'Drama']",71.0,68.0
Abraham Lincoln: Vampire Hunter,2012,"['Action', 'Horror', 'Mystery & Thriller', 'Fantasy']",34.0,50.0
American Psycho,2000,"['Comedy', 'Mystery & Thriller', 'Horror']",68.0,85.0
A Nightmare on Elm Street,2010,['Horror'],14.0,43.0
It Comes at Night,2017,"['Horror', 'Mystery & Thriller']",88.0,44.0
A Working Man,2025,"['Action', 'Mystery & Thriller']",47.0,87.0
Truth & Treason,2025,"['History', 'Drama', 'Mystery & Thriller']",86.0,97.0
Things Heard & Seen,2021,"['Horror', 'Mystery & Thriller']",39.0,23.0
Once Upon a Time... In Hollywood,2019,"['Comedy', 'Drama']",86.0,70.0
Glass Onion: A Knives Out Mystery,2022,"['Mystery & Thriller', 'Comedy', 'Drama']",91.0,92.0
"Are You There God? It's Me, Margaret.",2023,"['Comedy', 'Drama']",99.0,94.0
About My Father,2023,['Comedy'],37.0,81.0
Alien,1979,"['Sci-Fi', 'Horror']",93.0,94.0
"As Above, So Below",2014,"['Horror', 'Mystery & Thriller']",29.0,42.0
Captain America: Brave New World,2025,"['Action', 'Adventure', 'Fantasy']",46.0,76.0
Wallace & Gromit: Vengeance Most Fowl,2024,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",100.0,91.0
Everything Everywhere All at Once,2022,"['Comedy', 'Adventure', 'Sci-Fi', 'Fantasy']",93.0,79.0
Tigers Are Not Afraid,2017,"['Fantasy', 'Mystery & Thriller', 'Horror']",97.0,79.0
Nightmare Alley,2021,"['Mystery & Thriller', 'Crime', 'Drama']",80.0,68.0
A Complete Unknown,2024,"['Biography', 'Drama', 'Music']",82.0,95.0
All of Us Strangers,2023,"['Romance', 'Drama', 'Fantasy']",96.0,91.0
Arrival,2016,"['Sci-Fi', 'Mystery & Thriller', 'Drama']",94.0,83.0
A Quiet Place,2018,"['Horror', 'Sci-Fi', 'Mystery & Thriller']",96.0,83.0
Bucky Larson: Born to Be a Star,2011,['Comedy'],3.0,26.0
Lilo & Stitch,2025,"['Kids & Family', 'Comedy', 'Sci-Fi', 'Action', 'Adventure']",72.0,92.0
Anora,2024,"['Comedy', 'Drama', 'Romance']",93.0,84.0
Avengers: Endgame,2019,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",94.0,90.0
Anyone But You,2023,"['Romance', 'Comedy']",53.0,87.0
A Minecraft Movie,2025,"['Kids & Family', 'Fantasy', 'Adventure', 'Comedy', 'Action']",47.0,85.0
After,2019,"['Romance', 'Drama']",18.0,64.0
Five Nights at Freddy's,2023,"['Horror', 'Mystery & Thriller']",33.0,86.0
A Quiet Place Part II,2021,"['Horror', 'Sci-Fi', 'Mystery & Thriller']",91.0,92.0
Abigail,2024,"['Horror', 'Mystery & Thriller']",83.0,83.0
When a Stranger Calls,2006,"['Horror', 'Mystery & Thriller']",8.0,43.0
Gonjiam: Haunted Asylum,2018,"['Horror', 'Mystery & Thriller']",92.0,75.0
A Silent Voice,2016,"['Drama', 'Romance', 'Anime']",95.0,94.0
To Catch a Killer,2023,"['Action', 'Crime', 'Drama', 'Mystery & Thriller']",53.0,60.0
Alice in Wonderland,2010,"['Kids & Family', 'Fantasy', 'Adventure']",51.0,55.0
Kantara: A Legend,2022,"['Drama', 'Action', 'Adventure']",83.0,79.0
Arcadian,2024,"['Horror', 'Action', 'Mystery & Thriller']",78.0,56.0
Eyes Without a Face,1960,"['Horror', 'Drama']",97.0,87.0
Aaaaaaaah!,2015,"['Mystery & Thriller', 'Comedy']",75.0,46.0
A Bigger Splash,2015,"['Mystery & Thriller', 'Drama']",89.0,58.0
Paranormal Activity,2007,"['Horror', 'Mystery & Thriller']",82.0,57.0
Eye for an Eye,2025,['Horror'],92.0,89.0
A Nice Indian Boy,2024,"['Romance', 'Comedy', 'LGBTQ+', 'Drama']",95.0,97.0
Portrait of a Lady on Fire,2019,"['History', 'Drama', 'LGBTQ+']",97.0,92.0
Argo,2012,"['History', 'Drama', 'Mystery & Thriller', 'Biography']",96.0,90.0
Young & Beautiful,2013,['Drama'],73.0,61.0
No One Gets Out Alive,2021,"['Horror', 'Mystery & Thriller']",68.0,39.0
In a Violent Nature,2024,"['Horror', 'Mystery & Thriller']",78.0,44.0
Avengers: Age of Ultron,2015,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",75.0,82.0
A Clockwork Orange,1971,['Comedy'],86.0,93.0
We Have a Ghost,2023,"['Comedy', 'Adventure']",44.0,61.0
A Man Called Otto,2022,"['Comedy', 'Drama']",70.0,97.0
Atonement,2007,"['Drama', 'Romance']",83.0,80.0
A Widow's Game,2025,"['Drama', 'Mystery & Thriller']",46.0,60.0
The Weekend Away,2022,['Mystery & Thriller'],42.0,37.0
Ad Astra,2019,"['Sci-Fi', 'Adventure', 'Mystery & Thriller']",83.0,40.0
Anatomy of a Fall,2023,"['Mystery & Thriller', 'Drama', 'Crime']",96.0,91.0
Austin Powers: International Man of Mystery,1997,['Comedy'],73.0,77.0
Willy Wonka and the Chocolate Factory,1971,"['Kids & Family', 'Musical', 'Comedy', 'Fantasy']",90.0,87.0
Love Actually,2003,"['Holiday', 'Romance', 'Comedy', 'Drama']",64.0,72.0
We Need to Talk About Kevin,2011,['Drama'],74.0,78.0
Harry Potter and the Goblet of Fire,2005,"['Fantasy', 'Adventure', 'Mystery & Thriller']",88.0,74.0
Aliens,1986,"['Sci-Fi', 'Horror', 'Action', 'Adventure']",94.0,94.0
To All the Boys I've Loved Before,2018,"['Romance', 'Drama']",96.0,84.0
Atlas,2024,"['Sci-Fi', 'Action', 'Adventure']",18.0,47.0
What Keeps You Alive,2018,"['Horror', 'Mystery & Thriller', 'LGBTQ+']",82.0,45.0
Get Away,2024,"['Horror', 'Comedy']",76.0,47.0
Back in Action,2025,"['Action', 'Comedy']",30.0,60.0
Apostle,2018,"['Horror', 'Mystery & Thriller']",79.0,53.0
All We Imagine as Light,2024,['Drama'],100.0,71.0
You Won't Be Alone,2022,"['Horror', 'Drama']",93.0,73.0
Annabelle: Creation,2017,"['Horror', 'Mystery & Thriller']",70.0,68.0
American Sweatshop,2025,['Mystery & Thriller'],81.0,59.0
Bonhoeffer: Pastor. Spy. Assassin.,2024,"['History', 'Drama', 'Mystery & Thriller', 'Biography']",66.0,92.0
Memoirs of a Geisha,2005,"['Drama', 'Romance']",35.0,83.0
Thor: Love and Thunder,2022,"['Action', 'Adventure', 'Fantasy', 'Comedy']",63.0,76.0
Apocalypse Now,1979,"['War', 'Drama']",90.0,94.0
Mr. & Mrs. Smith,2005,"['Action', 'Romance', 'Comedy']",60.0,58.0
Annabelle,2014,"['Horror', 'Mystery & Thriller']",28.0,35.0
Pirates of the Caribbean: At World's End,2007,"['Adventure', 'Action', 'Fantasy']",43.0,72.0
Alien: Covenant,2017,"['Sci-Fi', 'Horror', 'Mystery & Thriller']",65.0,55.0
Ordinary Angels,2024,['Drama'],84.0,99.0
An American Werewolf in London,1981,"['Horror', 'Comedy']",89.0,85.0
Argylle,2024,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery & Thriller']",33.0,70.0
2001: A Space Odyssey,1968,['Sci-Fi'],90.0,89.0
Avatar,2009,"['Sci-Fi', 'Adventure', 'Action', 'Fantasy']",81.0,82.0
Amsterdam,2022,"['Comedy', 'Mystery & Thriller', 'Crime', 'Drama']",31.0,61.0
Apartment 7A,2024,"['Horror', 'Mystery & Thriller', 'Drama']",45.0,65.0
A Few Good Men,1992,['Drama'],84.0,89.0
Ash,2025,"['Sci-Fi', 'Horror']",71.0,53.0
Annie Hall,1977,"['Romance', 'Comedy']",97.0,92.0
Almost Famous,2000,"['Comedy', 'Drama', 'Music']",91.0,92.0
Scent of a Woman,1992,"['Holiday', 'Drama']",82.0,92.0
Furiosa: A Mad Max Saga,2024,"['Action', 'Adventure', 'Sci-Fi']",90.0,88.0
The Addams Family,2019,"['Kids & Family', 'Comedy', 'Animation']",46.0,70.0
Annihilation,2018,"['Sci-Fi', 'Adventure', 'Mystery & Thriller']",88.0,67.0
"Planes, Trains and Automobiles",1987,"['Holiday', 'Comedy']",93.0,87.0
Ghostbusters: Afterlife,2021,"['Comedy', 'Fantasy', 'Adventure']",63.0,94.0
Beau Is Afraid,2023,"['Adventure', 'Horror', 'Mystery & Thriller', 'Comedy', 'Drama']",67.0,71.0
Addams Family Values,1993,['Comedy'],76.0,64.0
Solo: A Star Wars Story,2018,"['Sci-Fi', 'Adventure', 'Action', 'Fantasy']",69.0,63.0
Angel Has Fallen,2019,"['Action', 'Mystery & Thriller']",38.0,93.0
Bones and All,2022,"['Drama', 'Horror', 'Mystery & Thriller']",82.0,63.0
A Haunting in Venice,2023,"['Holiday', 'Mystery & Thriller', 'Drama']",76.0,76.0
El Camino: A Breaking Bad Movie,2019,"['Crime', 'Drama']",92.0,81.0
My Old Ass,2024,"['Comedy', 'Drama', 'Fantasy']",90.0,89.0
The Amazing Spider-Man 2,2014,"['Action', 'Adventure']",51.0,64.0
The Amazing Spider-Man,2012,"['Action', 'Adventure', 'Mystery & Thriller']",71.0,77.0
A Cure for Wellness,2016,"['Mystery & Thriller', 'Horror', 'Drama']",42.0,42.0
American Made,2017,"['Comedy', 'Drama', 'Adventure']",85.0,79.0
Fast & Furious,2009,"['Action', 'Mystery & Thriller']",28.0,67.0
About Time,2013,"['Romance', 'Comedy', 'Fantasy', 'Drama', 'Sci-Fi']",71.0,82.0
Alien vs. Predator,2004,"['Sci-Fi', 'Horror', 'Action', 'Adventure']",21.0,39.0
Air,2023,"['Drama', 'Sports']",93.0,97.0
Pride & Prejudice,2005,"['Drama', 'Romance']",87.0,90.0
A Star Is Born,2018,"['Romance', 'Drama', 'Music']",90.0,80.0
Gran Turismo: Based on a True Story,2023,"['Action', 'Drama']",65.0,98.0
A Beautiful Mind,2001,"['Biography', 'Drama']",74.0,93.0
American History X,1998,['Drama'],84.0,96.0
"Sex, Lies, and Videotape",1989,['Drama'],96.0,79.0
A Simple Favor,2018,"['Mystery & Thriller', 'Comedy']",84.0,72.0
Black Adam,2022,"['Action', 'Adventure', 'Fantasy']",39.0,87.0
All the President's Men,1976,['Drama'],94.0,92.0
Airplane!,1980,['Comedy'],97.0,89.0
Am I OK?,2022,"['Romance', 'Comedy', 'Drama']",81.0,62.0
A Bronx Tale,1993,"['Crime', 'Drama']",97.0,93.0
Aladdin,2019,"['Kids & Family', 'Musical', 'Comedy', 'Fantasy', 'Adventure', 'Romance']",57.0,94.0
Master and Commander: The Far Side of the World,2003,"['Adventure', 'Drama', 'War']",85.0,80.0
Once Upon a Time in America,1984,"['Crime', 'Drama']",85.0,93.0
All Is Lost,2013,"['Adventure', 'Mystery & Thriller', 'Drama']",95.0,64.0
All About Eve,1950,['Drama'],99.0,94.0
The Last Airbender,2010,"['Fantasy', 'Adventure']",5.0,30.0
Guns & Moses,2024,"['Crime', 'Drama', 'Mystery & Thriller']",73.0,93.0
Harry Potter and the Half-Blood Prince,2009,"['Fantasy', 'Adventure', 'Mystery & Thriller']",83.0,78.0
All the World Is Sleeping,2021,['Drama'],100.0,95.0
Only Lovers Left Alive,2013,"['Drama', 'Romance', 'Horror', 'Fantasy', 'Sci-Fi']",86.0,75.0
Audition,1999,['Horror'],81.0,80.0
Begin Again,2013,"['Comedy', 'Drama', 'Romance', 'Music']",83.0,81.0
Gretel & Hansel,2020,"['Horror', 'Fantasy']",63.0,23.0
How to Blow Up a Pipeline,2022,"['Mystery & Thriller', 'Drama']",95.0,66.0
A History of Violence,2005,"['Drama', 'Mystery & Thriller']",88.0,76.0
Amélie,2001,"['Romance', 'Comedy']",90.0,95.0
Alvin and the Chipmunks,2007,"['Kids & Family', 'Comedy']",28.0,64.0
In the Land of Saints and Sinners,2023,"['Action', 'Mystery & Thriller']",83.0,74.0
Another Simple Favor,2025,"['Mystery & Thriller', 'Comedy']",59.0,35.0
Night at the Museum,2006,"['Kids & Family', 'Comedy', 'Fantasy', 'Adventure']",42.0,67.0
A Family Affair,2024,"['Romance', 'Comedy']",36.0,31.0
Alone,2020,['Mystery & Thriller'],93.0,55.0
Jane Austen Wrecked My Life,2024,"['Romance', 'Comedy', 'Drama']",83.0,85.0
The Adam Project,2022,"['Sci-Fi', 'Adventure', 'Action', 'Comedy']",68.0,73.0
A Ghost Story,2017,"['Drama', 'Fantasy', 'Romance']",91.0,67.0
Alien 3,1992,"['Sci-Fi', 'Horror']",44.0,46.0
A Time to Kill,1996,"['Drama', 'Mystery & Thriller']",66.0,85.0
Confessions of a Shopaholic,2009,['Comedy'],26.0,49.0
I Am Legend,2007,"['Sci-Fi', 'Horror', 'Drama']",68.0,68.0
Easy A,2010,['Comedy'],85.0,77.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,['Comedy'],90.0,79.0
Lemony Snicket's A Series of Unfortunate Events,2004,"['Kids & Family', 'Comedy', 'Fantasy', 'Adventure']",72.0,63.0
To Kill a Wolf,2024,"['Drama', 'Mystery & Thriller']",100.0,96.0
Butch Cassidy and the Sundance Kid,1969,"['Western', 'Action']",89.0,92.0
Home Alone 2: Lost in New York,1992,"['Kids & Family', 'Holiday', 'Comedy']",35.0,62.0
Hide and Seek,2005,['Mystery & Thriller'],12.0,50.0
A Hero,2021,['Drama'],97.0,83.0
American Hustle,2013,"['Crime', 'Drama']",92.0,74.0
Ant-Man,2015,"['Action', 'Adventure', 'Fantasy', 'Comedy']",83.0,85.0
Assassin's Creed,2016,"['Action', 'Adventure']",18.0,42.0
Azrael,2024,"['Action', 'Horror', 'Fantasy', 'Mystery & Thriller']",71.0,59.0
Annabelle Comes Home,2019,"['Horror', 'Mystery & Thriller']",64.0,70.0
Star Wars: Episode II - Attack of the Clones,2002,"['Sci-Fi', 'Adventure', 'Action', 'Fantasy']",62.0,56.0
Animal Kingdom,2016,"['Crime', 'Drama']",94.0,83.0
Harry Potter and the Order of the Phoenix,2007,"['Fantasy', 'Adventure', 'Mystery & Thriller']",78.0,81.0
#Alive,2020,"['Horror', 'Drama', 'Action']",88.0,63.0
As Good as It Gets,1997,"['Romance', 'Comedy', 'LGBTQ+']",86.0,86.0
Once Upon a Time in the West,1968,['Western'],96.0,94.0
AfrAId,2024,"['Horror', 'Mystery & Thriller']",25.0,50.0
Fear and Loathing in Las Vegas,1998,['Comedy'],51.0,89.0
12 Years a Slave,2013,"['History', 'Drama', 'Biography']",95.0,90.0
Transformers: Age of Extinction,2014,"['Action', 'Adventure', 'Sci-Fi']",18.0,50.0
Aquaman and the Lost Kingdom,2023,"['Action', 'Adventure', 'Fantasy']",33.0,79.0
American Beauty,1999,"['Comedy', 'Drama']",87.0,93.0
American Fiction,2023,"['Comedy', 'Drama']",93.0,95.0
The Age of Adaline,2015,"['Romance', 'Drama', 'Fantasy']",54.0,67.0
King Arthur: Legend of the Sword,2017,"['Adventure', 'Action', 'Fantasy', 'Drama']",31.0,69.0
Jingle All the Way,1996,"['Kids & Family', 'Holiday', 'Comedy']",20.0,41.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,"['Kids & Family', 'Fantasy', 'Adventure']",76.0,61.0
Amadeus,1984,"['Biography', 'History', 'Drama']",90.0,95.0
Arctic,2018,"['Adventure', 'Drama']",91.0,78.0
Hell of a Summer,2023,"['Horror', 'Comedy']",49.0,53.0
The Amityville Horror,2005,['Horror'],23.0,52.0
Shrek Forever After,2010,"['Kids & Family', 'Comedy', 'Adventure', 'Fantasy', 'Animation']",58.0,54.0
Holmes & Watson,2018,"['Comedy', 'Mystery & Thriller']",10.0,26.0
Harry Potter and the Chamber of Secrets,2002,"['Kids & Family', 'Fantasy', 'Adventure']",82.0,80.0
Atomic Blonde,2017,"['Action', 'Mystery & Thriller', 'LGBTQ+']",79.0,64.0
Fatal Attraction,1987,"['Mystery & Thriller', 'Drama']",74.0,72.0
Fantastic Beasts and Where to Find Them,2016,"['Fantasy', 'Adventure']",74.0,79.0
The Sum of All Fears,2002,"['Mystery & Thriller', 'Action', 'Drama', 'War']",59.0,49.0
Sweet Home Alabama,2002,"['Romance', 'Comedy']",38.0,78.0
Alita: Battle Angel,2019,"['Sci-Fi', 'Action', 'Adventure', 'Fantasy', 'Animation']",61.0,91.0
The Fast and the Furious,2001,"['Action', 'Adventure']",55.0,74.0
It's a Wonderful Life,1946,"['Holiday', 'Comedy', 'Drama']",94.0,95.0
Love and Monsters,2020,"['Fantasy', 'Adventure', 'Comedy']",94.0,89.0
Wendell & Wild,2022,"['Comedy', 'Animation', 'Adventure', 'Fantasy']",80.0,64.0
The Hobbit: The Battle of the Five Armies,2014,"['Fantasy', 'Adventure', 'Action']",59.0,74.0
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,"['Action', 'Comedy']",79.0,78.0
The Night Eats the World,2018,"['Horror', 'Mystery & Thriller']",87.0,52.0
Jerry & Marge Go Large,2022,"['Comedy', 'Drama']",67.0,79.0
Animal,2023,"['Action', 'Mystery & Thriller', 'Crime', 'Drama']",26.0,81.0
Anna,2019,"['Action', 'Mystery & Thriller']",34.0,81.0
A Tale of Two Sisters,2003,"['Horror', 'Mystery & Thriller']",86.0,83.0
Ad Vitam,2025,"['Action', 'Mystery & Thriller']",43.0,33.0
The Vast of Night,2019,"['Fantasy', 'Mystery & Thriller']",92.0,66.0
Abducted in Plain Sight,2017,"['Documentary', 'Crime', 'Drama']",74.0,74.0
Wild at Heart,1990,"['Comedy', 'Drama']",65.0,81.0
After Hours,1985,['Comedy'],90.0,87.0
A Classic Horror Story,2021,"['Horror', 'Mystery & Thriller']",55.0,35.0
Night of the Demons,1988,"['Holiday', 'Horror']",56.0,60.0
A Cinderella Story,2004,"['Romance', 'Comedy']",11.0,53.0
Dead of Night,1945,['Horror'],96.0,86.0
Night Train to Lisbon,2013,"['Mystery & Thriller', 'Romance']",41.0,61.0
Stay the Night,2022,"['Romance', 'Drama']",88.0,77.0
"O Brother, Where Art Thou?",2000,"['Comedy', 'Drama']",78.0,89.0
Cloud Atlas,2012,"['Drama', 'Mystery & Thriller', 'Sci-Fi']",65.0,66.0
Bruce Almighty,2003,"['Comedy', 'Fantasy']",48.0,57.0
Apollo 11,2019,['Documentary'],99.0,90.0
A Perfect Murder,1998,['Mystery & Thriller'],55.0,51.0
Awake,2007,['Mystery & Thriller'],23.0,55.0
I Care a Lot,2020,"['Comedy', 'Mystery & Thriller']",79.0,36.0
A Christmas Story,1983,"['Kids & Family', 'Holiday', 'Comedy']",89.0,89.0
Memoir of a Snail,2024,"['Comedy', 'Animation', 'Drama']",95.0,82.0
A.I.: Artificial Intelligence,2001,"['Sci-Fi', 'Fantasy', 'Drama', 'Adventure']",76.0,64.0
Anything for Jackson,2020,['Horror'],97.0,71.0
The Adventures of Sharkboy and Lavagirl,2005,"['Kids & Family', 'Adventure', 'Action', 'Fantasy']",20.0,34.0
Werewolf by Night,2022,"['Fantasy', 'Action', 'Adventure', 'Horror']",90.0,89.0
Kubo and the Two Strings,2016,"['Kids & Family', 'Fantasy', 'Adventure', 'Action', 'Animation']",97.0,86.0
American Pie,1999,['Comedy'],62.0,61.0
Silent Night,2021,"['Horror', 'Drama', 'Comedy']",67.0,47.0
And So It Goes,2014,"['Romance', 'Comedy', 'Drama']",16.0,40.0
Atlantis: The Lost Empire,2001,"['Kids & Family', 'Fantasy', 'Sci-Fi', 'Action', 'Adventure', 'Animation']",48.0,55.0
Night Shift,2023,"['Horror', 'Mystery & Thriller']",78.0,83.0
Live by Night,2016,"['Crime', 'Drama', 'Mystery & Thriller']",35.0,42.0
Mars Attacks!,1996,['Comedy'],55.0,53.0
"Good Night, and Good Luck.",2005,"['History', 'Drama', 'Biography']",93.0,83.0
A Haunted House,2013,"['Comedy', 'Horror']",10.0,51.0
The Aviator,2004,"['Biography', 'History', 'Drama']",86.0,79.0
I Am Sam,2001,['Drama'],35.0,86.0
"Extremely Wicked, Shockingly Evil and Vile",2019,"['Biography', 'Crime', 'Drama']",54.0,57.0
Horizon: An American Saga - Chapter 1,2024,"['Western', 'History', 'Drama']",51.0,70.0
Alice Through the Looking Glass,2016,"['Fantasy', 'Adventure']",29.0,48.0
Akira,1988,"['Sci-Fi', 'Anime']",91.0,90.0
Aquaman,2018,"['Action', 'Adventure', 'Fantasy']",66.0,72.0
Cast Away,2000,"['Drama', 'Adventure', 'Romance']",88.0,84.0
The Strangers: Prey at Night,2018,"['Horror', 'Mystery & Thriller']",40.0,36.0
Armageddon,1998,"['Sci-Fi', 'Action', 'Adventure']",43.0,73.0
The Night of the Hunter,1955,['Mystery & Thriller'],93.0,90.0
My Life as a Zucchini,2016,"['Comedy', 'Drama', 'Animation']",99.0,89.0
Winnie the Pooh: Blood and Honey II,2024,"['Horror', 'Mystery & Thriller']",45.0,73.0
The Princess and the Frog,2009,"['Kids & Family', 'Comedy', 'Adventure', 'Musical', 'Fantasy', 'Animation']",86.0,74.0
The Amityville Horror,1979,['Horror'],32.0,52.0
Saturday Night Fever,1977,"['Drama', 'Music']",82.0,71.0
Monty Python and the Holy Grail,1975,['Comedy'],92.0,95.0
Game Night,2018,"['Comedy', 'Action']",85.0,78.0
Our Souls at Night,2017,['Drama'],91.0,76.0
Cowboys & Aliens,2011,"['Sci-Fi', 'Western', 'Action']",44.0,43.0
Big Night,1996,['Drama'],96.0,84.0
X-Men: Apocalypse,2016,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",47.0,65.0
Beauty and the Beast,2017,"['Kids & Family', 'Musical', 'Fantasy', 'Romance']",71.0,80.0
Friday Night Lights,2004,['Drama'],82.0,85.0
Awakenings,1990,['Drama'],81.0,89.0
Still of the Night,1982,"['Mystery & Thriller', 'Crime', 'Drama']",67.0,46.0
Fright Night,2011,"['Horror', 'Comedy']",72.0,59.0
